Date,hfck,sbic,scbk,cic,imh,bkg,ncba,eqty,kcb,ctum,coop,brit,absa,Share_Price
2018-09-27,5.85,90.5,187.0,4.2,100.0,,24.75,40.0,40.5,28.5,15.1,10.65,10.55,5.85
2018-09-28,5.8,90.0,191.0,4.2,99.0,,24.5,40.0,40.0,28.5,15.15,10.75,10.6,5.8
2018-10-01,6.05,90.0,193.0,4.2,95.0,,25.0,39.75,40.5,29.0,15.25,10.6,10.65,6.05
2018-10-02,5.95,89.5,191.0,4.2,95.0,,25.0,39.5,40.0,28.0,15.25,10.6,10.55,5.95
2018-10-03,5.9,90.0,190.0,4.15,91.0,,25.0,39.75,39.5,28.25,15.45,10.6,10.6,5.9
2018-10-04,5.7,90.0,193.0,4.1,91.0,,24.5,40.5,39.0,28.0,15.3,10.8,10.6,5.7
2018-10-05,5.9,90.0,190.0,4.05,91.0,,24.5,40.5,38.75,27.5,15.35,10.85,10.65,5.9
2018-10-08,6.2,90.0,186.0,3.95,91.5,,24.5,40.5,38.5,27.25,15.3,11.1,10.6,6.2
2018-10-09,6.15,90.0,186.0,3.9,95.0,,24.25,40.75,38.5,26.0,15.4,11.55,10.5,6.15
2018-10-11,6.05,90.0,186.0,3.9,95.0,,24.5,39.5,38.0,26.0,15.5,11.75,10.0,6.05
2018-10-12,6.15,91.0,186.0,3.9,95.0,,24.5,38.0,36.75,26.5,15.35,11.1,10.35,6.15
2018-10-15,6.0,90.0,191.0,3.9,91.0,,24.25,36.5,36.0,26.0,15.3,11.4,10.35,6.0
2018-10-16,5.95,90.0,187.0,3.95,90.0,,24.0,35.25,35.75,25.0,15.25,10.6,10.45,5.95
2018-10-17,5.8,90.0,186.0,3.9,90.0,,24.75,35.0,35.75,25.5,14.9,10.1,10.5,5.8
2018-10-18,5.9,90.0,186.0,3.95,95.0,,24.25,36.5,36.75,25.0,14.75,10.1,10.45,5.9
2018-10-19,5.85,90.0,187.0,3.95,95.0,,24.75,38.25,38.25,25.25,14.55,10.45,10.45,5.85
2018-10-22,5.75,90.0,184.0,3.95,95.0,,24.5,40.0,39.0,25.5,14.45,10.45,10.45,5.75
2018-10-23,5.5,90.0,181.0,3.95,95.0,,24.25,39.75,38.75,25.0,14.4,10.5,10.5,5.5
2018-10-24,5.75,90.0,180.0,3.95,93.0,,24.5,39.75,38.75,25.0,14.25,10.4,10.3,5.75
2018-10-25,5.5,90.5,179.0,3.9,93.0,,24.75,39.75,38.5,24.75,14.45,10.3,10.25,5.5
2018-10-26,5.45,90.5,178.0,3.9,90.0,,23.0,40.0,38.5,25.0,14.55,10.3,10.4,5.45
2018-10-29,5.5,91.0,181.0,3.9,90.0,,23.0,40.0,38.25,25.0,14.4,10.35,10.55,5.5
2018-10-30,5.7,91.0,182.0,3.95,90.0,,22.75,39.75,38.5,25.0,14.2,10.15,10.7,5.7
2018-10-31,5.2,92.0,186.0,3.95,90.0,,23.0,39.25,38.25,27.0,14.25,10.4,10.65,5.2
2018-11-01,5.25,91.5,187.0,3.9,90.0,,23.0,39.25,38.0,28.5,14.25,10.2,10.65,5.25
2018-11-02,5.3,91.5,188.0,3.85,90.0,,23.0,39.5,38.0,29.25,14.35,10.35,10.95,5.3
2018-11-05,5.25,91.5,190.0,3.9,90.0,,23.0,39.75,38.0,29.5,14.3,10.25,10.8,5.25
2018-11-06,5.4,92.5,201.0,3.95,90.0,,23.0,39.0,37.5,29.25,14.3,10.3,11.25,5.4
2018-11-07,5.4,91.5,190.0,3.9,90.0,,22.75,38.75,37.5,28.75,14.2,10.45,11.15,5.4
2018-11-08,5.35,91.5,191.0,3.9,92.5,,22.75,38.75,37.5,28.75,14.2,10.1,11.15,5.35
2018-11-09,5.35,91.5,192.0,3.9,90.0,,23.0,39.0,37.75,28.25,14.2,10.25,11.2,5.35
2018-11-12,5.45,91.0,199.0,3.85,90.0,,23.0,39.25,38.0,28.5,14.1,10.3,11.35,5.45
2018-11-13,5.5,91.0,194.0,3.85,90.0,,23.0,39.0,38.0,28.25,14.15,10.35,11.45,5.5
2018-11-14,5.45,91.0,192.0,3.75,90.0,,23.0,39.0,38.0,28.75,14.05,10.4,11.5,5.45
2018-11-15,5.6,91.0,192.0,3.85,90.0,,22.75,39.0,38.75,28.5,14.1,10.4,11.55,5.6
2018-11-16,5.45,91.0,190.0,3.8,90.0,,22.75,39.25,39.0,28.0,14.1,10.55,11.55,5.45
2018-11-19,5.35,91.0,189.0,3.8,85.5,,22.75,39.75,39.0,27.5,14.1,10.6,11.5,5.35
2018-11-20,5.35,92.0,188.0,3.8,85.0,,23.0,39.5,39.0,26.75,14.1,10.3,11.5,5.35
2018-11-21,5.45,91.5,188.0,3.85,85.0,,22.5,39.5,38.75,26.5,14.1,10.45,11.45,5.45
2018-11-22,5.35,91.5,188.0,3.85,85.0,,22.25,39.25,38.75,26.25,14.15,10.4,11.2,5.35
2018-11-23,5.4,92.0,188.0,3.85,85.0,,22.0,39.0,38.75,26.25,14.15,10.55,10.95,5.4
2018-11-26,5.4,92.5,188.0,3.9,84.5,,22.75,39.0,38.75,26.25,14.15,10.4,10.7,5.4
2018-11-27,5.35,93.0,190.0,3.85,84.75,,22.5,39.0,39.25,27.75,14.2,10.55,10.7,5.35
2018-11-28,5.35,93.0,192.0,3.85,85.0,,22.5,39.5,39.25,27.0,14.6,10.55,10.65,5.35
2018-11-29,5.4,91.5,193.25,3.85,84.75,,22.7,39.95,39.25,26.55,14.7,10.35,10.7,5.4
2018-11-30,5.06,91.5,193.0,3.88,89.0,30.0,22.75,39.5,39.5,27.0,14.75,10.3,10.75,5.06
2018-12-03,4.92,91.75,193.5,3.81,85.0,33.0,22.7,39.85,39.8,27.65,14.65,10.1,10.7,4.92
2018-12-04,4.76,91.5,194.0,3.89,86.25,33.0,23.55,39.85,40.0,27.75,14.7,10.2,10.7,4.76
2018-12-05,4.75,91.5,194.0,3.85,85.0,33.0,22.5,40.0,40.55,27.85,14.8,10.15,10.7,4.75
2018-12-06,4.54,91.5,194.0,3.81,85.0,33.0,22.65,39.6,40.05,28.0,14.75,10.2,10.75,4.54
2018-12-07,4.62,91.5,194.0,3.9,85.0,33.0,30.0,39.4,39.95,27.35,14.45,10.25,10.75,4.62
2018-12-10,4.99,92.0,190.75,3.82,85.0,33.0,27.55,39.2,39.85,27.0,14.55,10.15,10.75,4.99
2018-12-11,5.08,92.0,191.25,3.71,85.0,33.0,25.0,39.25,39.7,26.95,14.4,10.05,10.7,5.08
2018-12-13,5.38,92.0,191.25,3.71,85.0,33.0,26.15,39.2,39.6,26.9,14.35,10.15,10.75,5.38
2018-12-14,5.5,92.0,194.75,3.72,86.0,33.0,26.6,38.95,39.4,26.25,14.1,10.2,10.8,5.5
2018-12-17,5.44,92.0,195.0,3.7,85.0,33.0,27.1,38.5,39.45,26.0,14.05,10.15,10.95,5.44
2018-12-18,5.44,92.0,197.0,3.54,85.0,33.0,28.15,37.25,38.8,26.15,14.0,10.15,10.95,5.44
2018-12-19,5.42,90.0,197.25,3.56,85.0,33.0,27.95,36.7,38.0,26.0,14.05,10.1,10.95,5.42
2018-12-20,5.46,90.0,197.0,3.53,85.0,33.0,27.75,36.65,38.05,26.2,14.0,10.4,10.95,5.46
2018-12-21,5.34,88.5,196.5,3.56,85.0,33.0,27.35,36.0,37.95,27.7,13.9,10.15,11.1,5.34
2018-12-24,5.5,92.0,194.75,3.7,85.0,33.0,28.15,35.75,37.7,29.55,13.65,10.3,11.05,5.5
2018-12-27,5.5,90.0,194.75,3.7,85.0,33.0,27.75,35.65,37.5,30.2,13.8,10.2,11.05,5.5
2018-12-28,5.42,95.0,194.0,3.65,85.0,33.0,27.6,35.2,37.45,27.3,14.05,10.25,10.9,5.42
2018-12-31,5.54,90.75,194.5,3.86,85.0,33.0,27.8,34.85,37.45,29.25,14.3,10.0,10.95,5.54
2019-01-02,5.8,90.0,197.25,3.82,85.0,33.0,27.65,34.65,37.1,29.45,13.85,10.05,10.85,5.8
2019-01-03,5.56,90.0,196.0,3.8,90.5,33.0,27.65,34.1,37.05,29.4,13.8,9.92,10.9,5.56
2019-01-04,5.62,90.0,190.25,3.75,90.5,33.0,27.4,33.75,37.35,29.2,13.9,9.5,10.9,5.62
2019-01-07,5.4,90.0,197.0,3.73,91.0,33.0,27.35,33.6,37.35,28.05,13.85,9.32,10.9,5.4
2019-01-08,5.2,90.0,194.75,3.73,91.0,33.0,27.5,33.75,37.35,28.05,13.85,9.28,11.0,5.2
2019-01-09,5.22,87.5,194.25,3.7,91.0,33.0,27.5,34.8,37.35,28.8,13.85,9.1,11.0,5.22
2019-01-10,5.08,90.0,194.0,3.64,91.0,33.0,27.45,36.95,37.0,28.45,13.95,9.6,11.1,5.08
2019-01-11,5.4,90.0,194.5,3.75,91.0,33.0,27.55,36.95,36.9,28.8,13.85,9.94,11.1,5.4
2019-01-14,5.56,90.0,194.25,3.78,91.0,33.0,28.6,36.9,36.75,29.0,13.9,9.94,11.05,5.56
2019-01-15,5.52,90.0,194.75,3.81,96.5,33.0,28.2,37.0,36.4,29.85,13.9,9.72,11.2,5.52
2019-01-16,5.82,91.5,198.25,3.92,92.5,33.0,28.85,37.55,37.35,30.6,13.85,9.88,11.35,5.82
2019-01-17,5.7,91.5,196.25,3.98,94.25,33.0,29.45,38.05,37.95,32.95,13.9,9.72,11.5,5.7
2019-01-18,5.8,95.0,195.75,3.96,94.25,33.0,29.65,39.3,38.8,34.45,13.95,9.52,11.65,5.8
2019-01-21,5.86,95.0,195.25,3.91,94.25,33.0,29.05,40.55,40.7,34.3,14.5,9.52,11.55,5.86
2019-01-22,6.0,91.25,195.0,3.98,94.25,33.0,29.0,40.5,40.4,33.8,14.85,9.5,11.5,6.0
2019-01-23,6.06,92.0,196.0,4.0,94.25,33.0,29.65,40.35,40.25,33.6,14.95,9.62,11.45,6.06
2019-01-24,6.2,92.0,196.25,4.0,100.0,33.0,29.15,39.95,39.95,33.4,15.15,9.96,11.45,6.2
2019-01-25,6.12,92.0,194.25,4.03,95.0,33.0,28.9,39.95,39.9,33.85,15.15,9.98,11.35,6.12
2019-01-28,6.18,90.0,194.75,4.14,93.75,33.0,28.7,40.0,39.9,32.85,15.2,9.64,11.5,6.18
2019-01-29,6.26,90.0,194.0,4.13,93.75,33.0,29.0,39.9,39.9,33.1,15.85,9.66,11.55,6.26
2019-01-30,6.54,92.0,194.0,4.2,95.0,33.0,29.1,39.95,39.9,33.8,16.05,9.52,11.5,6.54
2019-01-31,6.94,90.0,194.75,4.39,95.0,33.0,33.75,40.9,40.7,34.0,16.1,9.5,11.5,6.94
2019-02-01,6.58,91.25,195.0,4.45,95.0,33.0,34.75,40.9,40.9,35.9,15.75,9.9,11.45,6.58
2019-02-04,6.66,90.0,197.0,4.4,93.75,33.0,34.9,41.05,41.05,35.05,15.45,9.84,11.45,6.66
2019-02-05,6.96,91.75,195.0,4.42,93.75,33.0,35.9,42.55,42.15,36.95,15.6,9.9,11.5,6.96
2019-02-06,6.74,91.5,196.0,4.43,95.0,33.0,38.5,43.05,43.95,35.4,15.9,10.05,11.6,6.74
2019-02-07,6.54,90.75,203.0,4.62,95.0,33.0,38.45,43.0,43.4,35.45,16.05,9.56,11.95,6.54
2019-02-08,6.96,90.75,206.5,4.74,95.0,33.0,38.25,42.3,43.6,35.2,16.0,9.98,12.25,6.96
2019-02-11,6.52,92.0,205.75,4.51,95.0,31.0,38.0,42.85,43.6,34.0,15.95,9.98,12.2,6.52
2019-02-12,6.44,92.0,205.75,4.31,95.0,28.05,38.15,42.85,43.9,33.95,15.85,9.76,12.0,6.44
2019-02-13,6.24,93.5,204.75,4.29,95.0,28.05,38.85,42.85,43.8,34.2,15.6,9.52,11.9,6.24
2019-02-14,6.62,92.0,205.25,4.27,95.0,30.85,39.0,42.55,43.75,34.0,15.6,9.5,11.85,6.62
2019-02-15,6.52,94.25,204.25,4.23,95.5,30.85,39.5,42.5,43.45,33.6,15.55,9.5,11.8,6.52
2019-02-18,6.5,91.75,204.0,4.21,95.0,30.85,39.85,42.2,42.8,33.3,15.3,9.84,11.5,6.5
2019-02-19,6.56,94.25,200.0,4.19,95.5,30.85,40.05,42.2,42.65,33.0,15.2,9.82,11.45,6.56
2019-02-20,6.26,91.25,195.25,4.17,95.0,30.85,40.4,42.0,41.7,32.85,14.95,9.62,11.7,6.26
2019-02-21,6.38,91.25,201.75,4.08,95.0,30.85,40.0,41.85,41.95,32.8,14.75,9.74,11.6,6.38
2019-02-22,6.28,91.75,200.0,4.06,93.75,30.85,39.9,41.35,42.0,32.8,14.6,9.7,11.5,6.28
2019-02-25,6.2,91.5,200.5,4.13,95.0,31.0,39.15,41.2,42.15,32.75,14.55,9.74,11.55,6.2
2019-02-26,6.16,92.0,195.0,4.12,95.0,31.0,37.95,41.3,42.15,32.65,14.6,9.72,11.6,6.16
2019-02-27,6.34,92.75,199.0,4.12,93.75,31.0,36.25,41.5,42.05,32.65,14.45,9.56,11.35,6.34
2019-02-28,6.14,92.75,195.0,4.12,92.0,31.0,35.7,41.15,41.65,32.5,14.5,9.6,11.1,6.14
2019-03-01,6.14,94.25,197.75,4.05,92.0,31.0,35.9,40.95,41.65,32.15,14.45,9.78,11.3,6.14
2019-03-04,5.92,93.0,199.25,4.01,92.0,31.0,36.0,40.6,41.45,32.15,14.5,9.7,11.3,5.92
2019-03-05,5.88,93.0,199.75,4.03,92.0,31.0,36.15,40.45,42.2,32.3,14.6,9.8,11.4,5.88
2019-03-06,5.64,93.5,197.0,4.11,90.0,31.0,36.7,41.1,43.05,32.0,14.55,9.5,11.75,5.64
2019-03-07,6.0,91.75,198.75,4.02,90.0,31.0,36.35,41.9,43.85,32.05,14.55,9.56,11.75,6.0
2019-03-08,5.9,93.0,198.5,4.07,90.0,31.0,37.05,41.7,43.95,32.05,14.55,9.58,11.6,5.9
2019-03-11,5.92,97.75,199.0,4.03,90.0,31.0,36.45,41.05,43.9,32.0,14.45,9.38,11.7,5.92
2019-03-12,5.7,93.5,197.75,4.02,90.0,31.0,36.15,41.55,43.65,32.0,14.45,9.64,11.8,5.7
2019-03-13,5.66,98.25,197.75,4.0,90.0,31.0,36.0,42.0,43.5,31.3,14.3,9.52,11.8,5.66
2019-03-14,5.44,98.25,198.0,4.01,90.0,31.0,36.15,41.95,43.3,31.8,14.45,9.12,11.85,5.44
2019-03-15,5.44,100.0,197.5,4.12,90.0,31.0,37.05,43.0,44.3,32.0,14.95,9.2,11.85,5.44
2019-03-18,5.4,98.5,197.75,4.17,90.0,31.0,38.25,43.0,44.95,32.45,15.0,9.12,11.9,5.4
2019-03-19,5.48,95.0,198.75,4.1,99.0,31.0,38.1,43.05,44.75,32.2,14.9,9.56,11.9,5.48
2019-03-20,5.34,100.0,200.0,4.06,94.25,31.0,37.15,43.05,44.8,32.0,15.05,9.48,11.9,5.34
2019-03-21,5.26,98.25,200.0,4.01,94.25,31.0,37.1,43.85,44.75,32.05,15.55,9.32,11.9,5.26
2019-03-22,5.2,97.75,217.25,3.96,94.25,31.0,37.0,43.5,44.7,32.0,15.55,9.38,11.95,5.2
2019-03-25,5.54,97.0,220.0,4.01,94.25,31.0,36.7,42.95,44.4,32.0,15.35,9.24,11.85,5.54
2019-03-26,5.06,97.0,205.75,3.94,94.0,31.0,36.65,42.35,44.35,32.1,15.2,9.04,11.85,5.06
2019-03-27,5.06,97.0,205.75,3.93,106.0,31.0,36.5,40.45,44.25,32.0,15.0,9.1,11.85,5.06
2019-03-28,5.08,100.0,207.5,3.87,109.0,31.0,36.3,40.3,43.9,32.05,14.95,9.12,11.75,5.08
2019-03-29,5.0,100.0,215.25,3.91,113.5,31.0,36.35,41.6,44.05,32.0,14.95,9.02,11.8,5.0
2019-04-01,5.0,100.0,210.0,3.92,115.25,31.0,36.7,43.0,44.15,31.9,14.95,9.0,11.8,5.0
2019-04-02,5.06,100.0,214.75,3.83,114.75,31.0,36.45,43.0,44.4,31.8,15.0,8.74,11.9,5.06
2019-04-03,4.99,100.0,214.5,3.9,113.75,31.0,36.35,43.45,44.9,31.95,15.0,8.64,11.85,4.99
2019-04-04,5.06,98.5,214.0,3.82,113.0,31.0,36.05,43.3,44.8,31.85,14.95,8.54,11.9,5.06
2019-04-05,4.94,103.0,212.0,3.89,113.5,31.0,36.25,43.25,44.8,31.65,14.95,8.72,11.95,4.94
2019-04-08,4.99,101.25,209.25,3.65,113.75,31.0,36.35,42.55,44.75,31.6,14.9,8.48,12.0,4.99
2019-04-09,4.82,96.0,208.25,3.63,113.5,31.0,36.2,41.9,44.75,31.7,14.65,8.48,12.0,4.82
2019-04-10,4.8,96.0,209.75,3.65,113.25,31.0,36.3,42.0,44.85,31.95,14.6,8.48,12.1,4.8
2019-04-11,4.51,98.0,206.0,3.63,112.5,31.0,36.45,41.95,44.75,32.45,14.7,8.5,12.05,4.51
2019-04-12,4.63,97.5,207.0,3.7,113.0,31.0,36.45,42.45,44.8,32.5,14.7,8.5,12.05,4.63
2019-04-15,4.67,96.5,206.75,3.68,113.25,31.0,36.5,42.65,44.85,32.05,14.7,8.36,12.0,4.67
2019-04-16,4.6,96.0,207.0,3.66,113.25,31.0,36.5,42.35,44.9,32.05,14.5,8.5,12.0,4.6
2019-04-17,4.57,101.25,206.0,3.65,112.75,31.0,36.8,42.05,44.95,32.4,14.4,8.5,12.0,4.57
2019-04-18,4.35,99.0,206.0,3.6,112.75,31.0,36.8,41.9,45.0,31.05,14.15,8.52,11.95,4.35
2019-04-23,4.08,100.0,213.5,3.53,112.75,31.0,34.1,41.9,44.95,32.0,13.95,8.6,11.9,4.08
2019-04-24,4.31,96.0,213.75,3.5,112.75,31.0,34.05,41.9,44.9,31.95,13.6,8.56,12.0,4.31
2019-04-25,4.0,99.75,215.25,3.52,113.25,31.0,32.95,41.5,45.0,31.95,13.6,8.7,11.9,4.0
2019-04-26,4.29,96.25,212.5,3.54,115.0,31.0,31.3,41.5,45.2,31.9,13.55,8.62,11.95,4.29
2019-04-29,4.3,96.5,201.25,3.51,115.0,31.0,31.85,39.75,45.0,31.3,13.55,8.66,11.9,4.3
2019-04-30,4.01,99.75,192.25,3.49,116.25,31.0,31.5,40.9,42.4,31.5,12.6,8.74,12.0,4.01
2019-05-02,4.0,99.75,196.0,3.46,120.25,31.0,32.0,41.95,42.25,31.2,12.55,8.74,10.5,4.0
2019-05-03,4.0,101.75,199.0,3.36,123.25,31.0,32.7,41.95,41.3,31.5,12.55,8.88,10.55,4.0
2019-05-06,4.15,102.0,192.5,3.48,123.0,31.0,33.4,41.15,41.3,32.05,12.55,8.78,10.55,4.15
2019-05-07,4.05,102.0,193.0,3.41,124.75,31.0,33.0,41.35,41.35,31.85,12.6,8.76,10.7,4.05
2019-05-08,4.41,102.0,193.25,3.38,123.25,31.0,32.6,41.65,41.4,31.75,12.55,8.78,10.7,4.41
2019-05-09,4.06,102.0,193.25,3.33,120.0,31.0,32.05,40.5,41.15,31.6,12.55,8.78,10.75,4.06
2019-05-10,4.33,102.0,192.75,3.59,118.75,31.0,30.95,39.15,40.5,31.7,12.5,9.0,10.65,4.33
2019-05-13,4.36,101.75,193.0,3.37,70.5,31.0,30.4,37.7,40.05,31.2,12.25,8.96,10.65,4.36
2019-05-14,4.36,97.0,185.5,3.4,63.5,31.0,29.0,36.05,38.2,31.3,12.0,8.8,10.65,4.36
2019-05-15,4.4,97.0,179.75,3.54,60.25,31.0,29.1,36.35,36.7,31.55,12.25,8.8,10.6,4.4
2019-05-16,4.43,97.25,185.75,3.76,60.25,31.0,31.6,36.5,36.45,31.75,12.0,8.8,10.55,4.43
2019-05-17,4.4,97.5,181.25,3.75,60.0,31.0,31.6,36.4,36.3,31.85,11.9,8.5,10.5,4.4
2019-05-20,4.37,97.5,180.25,3.67,62.0,31.0,31.05,36.7,36.5,31.75,11.65,8.2,10.45,4.37
2019-05-21,4.27,97.5,183.75,3.63,60.5,31.0,31.15,37.35,38.6,31.75,11.65,8.46,10.15,4.27
2019-05-22,4.28,98.25,186.25,3.64,60.0,31.0,30.45,37.4,38.95,31.6,11.5,8.52,10.45,4.28
2019-05-23,4.2,98.25,187.5,3.62,59.25,31.0,29.7,37.35,39.0,31.7,11.55,8.48,10.3,4.2
2019-05-24,4.11,98.25,186.5,3.53,59.0,31.0,29.85,36.9,38.95,31.8,11.45,8.6,10.35,4.11
2019-05-27,4.19,98.25,187.25,3.66,60.0,31.0,29.7,36.9,39.35,31.8,11.4,8.48,10.4,4.19
2019-05-28,4.23,98.25,189.25,3.59,58.0,31.0,29.7,37.3,40.45,31.6,11.4,8.52,10.4,4.23
2019-05-29,4.22,97.25,189.5,3.63,59.25,31.0,29.6,38.95,40.35,31.95,11.45,8.52,10.4,4.22
2019-05-30,4.37,97.25,189.0,3.56,56.0,31.0,29.65,39.2,40.0,31.75,11.5,8.48,10.3,4.37
2019-05-31,4.37,98.0,192.0,3.52,56.25,31.0,29.65,38.85,39.5,32.25,12.45,8.5,10.25,4.37
2019-06-03,4.03,100.0,195.0,3.5,55.0,31.0,31.25,38.35,39.65,32.5,12.1,8.4,10.3,4.03
2019-06-04,4.1,100.0,197.25,3.59,55.0,31.0,31.8,39.45,39.65,32.45,12.2,8.4,10.35,4.1
2019-06-06,4.0,100.0,197.0,3.56,56.25,28.0,31.65,39.7,39.6,33.0,12.35,8.5,10.4,4.0
2019-06-07,4.22,98.25,194.25,3.7,57.75,28.0,31.45,39.95,39.55,33.25,12.3,8.32,10.4,4.22
2019-06-10,4.0,98.25,190.0,3.69,57.25,28.0,31.6,39.8,39.3,32.75,12.4,8.22,10.3,4.0
2019-06-11,4.0,97.5,189.75,3.66,55.25,28.0,31.6,39.8,39.5,32.8,12.3,8.28,10.4,4.0
2019-06-12,4.15,98.0,192.0,3.67,55.5,28.0,31.65,40.0,39.7,33.9,12.1,8.28,10.3,4.15
2019-06-13,4.4,98.0,194.0,3.67,55.5,28.0,31.8,40.0,39.7,34.9,12.3,8.24,10.25,4.4
2019-06-14,4.4,100.75,194.75,3.66,55.0,28.0,31.6,40.0,39.65,34.0,12.4,8.32,10.35,4.4
2019-06-17,4.39,100.0,192.5,3.57,54.0,28.0,31.5,39.8,39.5,33.95,12.35,8.52,10.3,4.39
2019-06-18,4.21,99.0,199.5,3.64,54.25,28.0,31.4,40.0,39.5,32.55,12.4,8.24,10.35,4.21
2019-06-19,4.38,99.0,197.0,3.53,54.5,28.0,31.75,39.7,39.45,32.4,12.35,8.22,10.4,4.38
2019-06-20,4.36,100.0,194.25,3.56,54.25,28.0,31.65,39.65,39.05,32.4,12.25,8.28,10.4,4.36
2019-06-21,4.29,100.0,192.5,3.5,54.0,28.0,30.7,39.45,39.1,32.45,12.1,8.28,10.4,4.29
2019-06-24,4.01,100.0,195.0,3.44,55.0,28.0,31.2,39.0,38.95,32.0,12.1,8.12,10.35,4.01
2019-06-25,4.28,99.0,194.5,3.4,57.25,28.0,31.0,39.0,38.85,31.85,12.1,8.34,10.4,4.28
2019-06-26,4.23,99.0,196.25,3.5,57.5,28.0,30.8,38.95,38.5,32.15,12.15,8.32,10.35,4.23
2019-06-27,4.05,99.0,194.25,3.57,57.0,28.0,31.4,38.5,38.15,32.4,12.1,8.46,10.4,4.05
2019-06-28,4.01,99.0,194.5,3.55,55.0,28.0,30.6,38.95,38.25,31.4,12.0,8.2,10.45,4.01
2019-07-01,4.04,101.5,193.75,3.57,55.0,28.0,30.65,39.2,38.7,32.55,11.95,8.26,10.4,4.04
2019-07-02,4.09,100.0,193.25,3.53,55.0,28.0,30.25,39.4,39.2,32.5,11.9,8.2,10.35,4.09
2019-07-03,4.17,99.75,193.0,3.5,55.0,28.0,30.1,39.55,39.45,32.1,12.15,8.1,10.35,4.17
2019-07-04,4.01,100.0,193.75,3.47,54.5,28.0,30.1,39.95,40.15,32.7,12.2,8.28,10.2,4.01
2019-07-05,4.01,100.0,194.5,3.48,59.5,28.0,30.45,40.0,40.0,32.4,12.25,8.16,10.3,4.01
2019-07-08,4.01,100.0,194.5,3.51,55.75,28.0,30.5,40.0,40.0,32.1,12.25,7.9,10.25,4.01
2019-07-09,4.06,98.0,194.0,3.51,55.0,28.0,30.45,40.2,39.6,32.25,12.2,7.9,10.25,4.06
2019-07-10,4.14,96.5,196.25,3.52,54.0,28.0,30.65,40.5,39.5,32.2,12.05,7.94,10.3,4.14
2019-07-11,4.14,100.0,198.0,3.44,55.0,28.0,30.55,40.5,39.45,32.45,12.15,7.8,10.35,4.14
2019-07-12,4.29,100.0,198.0,3.52,55.0,28.0,30.5,40.55,39.25,32.9,12.1,7.76,10.3,4.29
2019-07-15,3.98,100.0,199.25,3.52,53.0,28.0,30.55,39.9,39.45,33.05,12.1,7.64,10.25,3.98
2019-07-16,4.2,98.0,196.5,3.52,53.0,28.0,30.55,40.0,39.4,32.5,12.05,7.5,10.3,4.2
2019-07-17,4.27,96.0,197.0,3.46,53.0,28.0,30.5,39.95,39.0,32.6,12.0,7.52,10.35,4.27
2019-07-18,4.1,96.0,198.0,3.44,53.25,28.0,30.15,40.0,39.2,32.35,12.0,7.7,10.3,4.1
2019-07-19,4.28,96.0,196.5,3.49,52.5,28.0,30.05,40.45,39.55,32.75,12.0,7.8,10.3,4.28
2019-07-22,4.34,98.75,196.0,3.47,52.75,28.0,30.9,40.5,39.8,32.6,12.15,8.06,10.3,4.34
2019-07-23,4.16,98.75,196.5,3.51,52.5,28.0,30.05,40.6,39.85,32.8,12.2,8.24,10.3,4.16
2019-07-24,4.31,96.0,198.0,3.41,52.75,28.0,30.1,40.8,40.0,32.5,12.2,8.2,10.35,4.31
2019-07-25,4.23,96.0,198.0,3.58,53.0,28.0,30.0,40.6,39.9,32.7,12.2,7.92,10.4,4.23
2019-07-26,4.0,98.5,196.0,3.56,53.0,28.0,29.9,40.35,39.9,32.9,12.1,7.84,10.45,4.0
2019-07-29,4.11,98.5,196.0,3.37,52.25,28.0,29.8,40.3,39.9,32.6,12.05,7.86,10.5,4.11
2019-07-30,4.03,98.5,196.0,3.35,52.0,28.0,29.5,40.15,39.95,32.4,12.0,7.98,10.55,4.03
2019-07-31,4.1,98.5,195.75,3.21,51.75,28.0,29.6,40.2,40.0,32.5,11.95,7.88,10.65,4.1
2019-08-01,4.05,98.5,196.0,3.26,52.25,28.0,29.75,40.0,40.0,32.2,11.95,7.84,10.6,4.05
2019-08-02,4.06,98.5,197.0,3.28,52.0,28.0,29.35,40.45,40.0,32.45,11.95,7.84,10.7,4.06
2019-08-05,4.0,98.5,196.75,3.28,52.75,28.0,29.2,40.0,39.5,32.45,11.95,7.64,10.7,4.0
2019-08-06,3.91,98.5,195.5,3.2,52.0,28.0,29.1,40.0,39.4,32.05,11.85,7.3,10.65,3.91
2019-08-07,3.87,98.5,196.25,3.12,52.25,28.0,29.25,40.05,39.25,32.4,12.1,7.3,10.65,3.87
2019-08-08,3.77,100.0,197.25,2.99,52.0,28.0,29.45,40.45,39.45,32.35,12.1,7.22,10.75,3.77
2019-08-09,3.81,99.0,196.5,3.07,53.0,28.0,29.0,40.25,39.8,32.3,12.1,7.12,10.65,3.81
2019-08-13,3.83,100.0,197.75,3.11,52.0,28.0,28.6,40.2,39.65,32.25,12.05,7.32,10.65,3.83
2019-08-14,3.93,98.5,197.5,2.98,51.25,28.0,28.25,39.95,39.9,32.15,12.0,7.32,10.6,3.93
2019-08-15,3.86,98.5,197.5,3.0,50.0,28.0,27.95,39.65,39.85,32.15,12.0,7.24,10.75,3.86
2019-08-16,3.5,98.5,196.75,3.21,49.7,28.0,28.2,39.2,39.8,32.2,11.95,7.22,10.75,3.5
2019-08-19,3.72,98.5,196.75,3.32,49.7,28.0,28.15,38.85,39.75,32.1,11.85,7.1,10.75,3.72
