Date,hfck,sbic,scbk,cic,imh,bkg,ncba,eqty,kcb,ctum,coop,brit,absa,Share_Price
2016-03-07,20.75,88.0,198.0,6.0,100.0,,41.25,42.5,41.25,44.5,19.25,11.9,12.4,20.75
2016-03-08,20.75,84.0,198.0,6.0,100.0,,40.25,40.75,41.0,45.5,19.35,11.95,12.2,20.75
2016-03-09,20.25,87.5,198.0,5.95,100.0,,40.25,41.5,41.0,46.75,19.5,11.9,11.85,20.25
2016-03-10,20.25,88.0,198.0,5.95,100.0,,39.75,42.0,40.5,47.0,19.5,11.75,11.7,20.25
2016-03-11,20.0,87.0,207.0,6.0,100.0,,39.75,41.75,40.5,45.75,19.95,11.75,11.8,20.0
2016-03-14,20.25,85.0,209.0,5.95,100.0,,39.75,41.75,41.0,44.75,20.25,11.45,11.7,20.25
2016-03-15,20.5,85.0,206.0,5.95,100.0,,39.75,41.75,41.0,44.0,19.95,11.3,11.75,20.5
2016-03-16,20.0,85.5,200.0,6.05,100.0,,40.0,41.5,41.0,44.25,21.0,11.35,11.7,20.0
2016-03-17,20.0,86.5,203.0,6.0,100.0,,40.0,41.5,41.25,44.75,21.0,11.0,11.75,20.0
2016-03-18,20.5,86.5,207.0,6.1,100.0,,40.0,41.75,41.25,45.0,20.25,10.9,11.7,20.5
2016-03-21,20.5,88.0,208.0,6.05,100.0,,40.0,39.75,41.25,44.75,20.75,10.0,11.7,20.5
2016-03-22,20.75,89.5,209.0,6.0,100.0,,40.0,40.5,41.0,45.0,20.5,10.7,11.9,20.75
2016-03-23,20.5,94.0,217.0,5.95,100.0,,40.25,41.0,41.25,45.25,20.75,10.65,12.4,20.5
2016-03-24,21.0,94.0,224.0,5.95,100.0,,40.75,40.75,42.0,45.0,20.75,10.95,12.35,21.0
2016-03-29,20.75,95.5,226.0,5.7,103.0,,41.5,40.0,42.0,44.75,20.75,10.5,12.15,20.75
2016-03-30,20.75,96.0,227.0,6.0,103.0,,40.25,39.75,41.5,45.75,20.75,10.45,12.1,20.75
2016-03-31,20.25,94.0,231.0,6.0,104.0,,40.5,40.25,41.5,45.75,21.0,10.65,11.2,20.25
2016-04-01,20.0,94.0,247.0,5.95,103.0,,40.25,40.0,41.75,45.25,20.5,10.85,10.95,20.0
2016-04-04,20.5,95.5,246.0,5.9,103.0,,40.75,40.25,41.75,45.25,20.5,11.85,10.85,20.5
2016-04-05,20.75,95.0,254.0,5.9,104.0,,40.5,40.5,41.75,45.5,20.5,12.95,10.9,20.75
2016-04-06,20.5,92.5,254.0,5.8,105.0,,40.75,40.75,42.25,45.5,20.5,13.3,10.95,20.5
2016-04-07,20.5,92.5,251.0,5.75,105.0,,40.5,40.75,42.5,45.5,20.5,13.35,10.8,20.5
2016-04-08,20.25,93.5,248.0,5.75,105.0,,39.5,40.25,42.0,45.25,20.5,13.1,10.75,20.25
2016-04-11,20.0,90.0,249.0,5.7,105.0,,37.25,40.25,42.0,45.5,20.5,12.65,10.5,20.0
2016-04-12,20.0,93.5,248.0,5.4,105.0,,38.5,40.25,42.5,46.0,20.25,12.3,10.3,20.0
2016-04-13,20.0,94.0,249.0,5.35,105.0,,38.5,40.0,42.5,45.75,20.25,11.85,10.25,20.0
2016-04-14,20.25,90.0,249.0,5.5,107.0,,38.75,39.75,42.75,45.5,20.0,11.25,10.35,20.25
2016-04-15,20.25,90.0,250.0,5.55,107.0,,39.5,39.75,42.75,45.75,20.25,11.1,10.5,20.25
2016-04-18,20.25,93.0,251.0,5.65,107.0,,38.5,38.75,42.75,46.0,19.9,11.55,10.45,20.25
2016-04-19,20.25,93.5,252.0,5.5,106.0,,38.5,38.75,42.5,46.25,19.5,11.7,10.25,20.25
2016-04-20,20.5,93.5,251.0,5.4,106.0,,38.5,39.0,42.75,46.25,19.55,11.6,10.35,20.5
2016-04-21,20.5,94.5,250.0,5.3,107.0,,38.5,40.0,42.75,46.75,19.5,12.55,10.45,20.5
2016-04-22,20.25,93.5,249.0,5.25,105.0,,39.5,40.5,42.5,45.75,19.45,13.3,10.95,20.25
2016-04-25,20.0,93.5,223.0,5.4,107.0,,39.75,40.0,42.5,46.0,19.35,13.1,10.95,20.0
2016-04-26,21.0,90.5,203.0,5.3,107.0,,39.0,40.0,42.0,45.75,19.2,13.05,10.95,21.0
2016-04-27,21.5,93.5,191.0,5.25,110.0,,38.5,40.0,41.75,45.5,19.3,13.05,10.9,21.5
2016-04-28,21.25,93.5,194.0,5.25,111.0,,38.25,40.0,41.5,45.0,19.05,13.2,10.95,21.25
2016-04-29,21.5,93.0,193.0,5.25,111.0,,37.5,40.0,41.5,44.75,19.6,13.25,10.95,21.5
2016-05-03,21.0,90.0,200.0,5.25,111.0,,37.0,40.0,41.5,44.0,19.55,13.45,10.95,21.0
2016-05-04,20.5,90.0,200.0,5.15,112.0,,37.5,40.0,39.25,44.5,19.45,13.65,10.9,20.5
2016-05-05,20.0,92.5,199.0,5.1,111.0,,37.5,40.0,38.75,44.0,19.25,13.95,10.75,20.0
2016-05-06,20.0,91.5,199.0,5.15,108.0,,37.5,40.0,39.75,44.0,18.75,13.95,10.6,20.0
2016-05-09,20.0,92.5,202.0,5.2,110.0,,37.75,39.75,39.5,44.5,18.75,14.05,10.5,20.0
2016-05-10,20.0,88.5,209.0,5.05,109.0,,37.75,40.0,40.0,44.0,18.7,14.0,10.45,20.0
2016-05-11,20.0,91.0,202.0,5.0,109.0,,37.5,40.25,40.5,44.25,18.55,14.15,10.25,20.0
2016-05-12,20.0,90.5,200.0,5.0,109.0,,37.0,40.25,41.75,44.0,18.4,14.1,10.3,20.0
2016-05-13,20.0,90.0,199.0,5.15,112.0,,37.75,40.25,41.75,44.0,18.5,14.05,10.35,20.0
2016-05-16,20.0,84.5,197.0,5.45,110.0,,37.75,40.0,41.5,42.0,18.45,14.35,10.3,20.0
2016-05-17,19.95,82.0,197.0,5.35,112.0,,37.25,39.5,41.0,42.25,18.45,14.5,10.35,19.95
2016-05-18,20.0,82.5,200.0,5.2,112.0,,37.25,39.75,41.25,42.25,18.4,14.8,10.35,20.0
2016-05-19,20.0,84.5,205.0,5.2,112.0,,37.0,40.25,41.0,40.5,18.35,15.25,10.45,20.0
2016-05-20,20.0,85.0,207.0,5.25,112.0,,37.25,40.5,40.75,42.25,18.4,15.5,10.35,20.0
2016-05-23,20.0,85.0,205.0,5.15,112.0,,37.0,40.5,40.75,42.25,18.25,16.0,10.3,20.0
2016-05-24,20.0,85.5,195.0,5.1,110.0,,37.5,40.25,40.5,42.75,18.25,16.3,10.15,20.0
2016-05-25,20.5,92.5,201.0,5.15,110.0,,38.25,39.75,39.25,42.5,18.6,16.4,10.15,20.5
2016-05-26,20.25,86.0,208.0,5.15,110.0,,38.25,39.25,39.75,42.25,18.3,15.4,10.1,20.25
2016-05-27,20.0,90.0,207.0,5.1,110.0,,38.0,40.0,39.5,41.5,18.15,14.7,10.05,20.0
2016-05-30,20.0,88.5,207.0,5.15,110.0,,38.25,39.5,39.0,41.25,18.05,14.8,10.1,20.0
2016-05-31,19.85,88.0,209.0,4.75,109.0,,38.25,39.5,38.75,41.25,17.15,14.65,10.0,19.85
2016-06-02,19.5,87.0,212.0,4.85,110.0,,37.0,39.75,38.25,41.0,16.55,14.4,9.95,19.5
2016-06-03,19.15,85.0,212.0,4.95,110.0,,37.5,39.75,37.25,41.25,16.55,14.9,9.8,19.15
2016-06-06,19.15,85.5,211.0,4.9,110.0,,37.0,39.75,37.5,41.25,16.55,14.25,9.85,19.15
2016-06-07,19.6,86.0,208.0,4.75,110.0,,36.75,39.75,37.0,41.0,16.55,13.8,9.95,19.6
2016-06-08,20.0,85.0,210.0,4.7,108.0,,36.75,39.75,36.5,44.5,16.5,14.35,10.0,20.0
2016-06-09,20.25,85.0,210.0,4.75,108.0,,36.5,39.75,36.0,46.75,16.55,14.05,10.05,20.25
2016-06-10,20.75,85.0,211.0,4.8,110.0,,36.75,40.0,36.25,46.75,16.55,14.0,10.1,20.75
2016-06-13,20.0,87.0,210.0,4.9,109.0,,36.75,40.0,36.0,47.0,16.7,13.95,10.15,20.0
2016-06-14,20.0,85.0,212.0,4.85,99.0,,36.75,40.0,35.5,47.5,16.85,14.2,10.1,20.0
2016-06-15,19.95,85.0,215.0,4.75,99.0,,37.0,40.25,35.25,49.75,17.15,14.95,10.0,19.95
2016-06-16,20.0,82.5,214.0,4.5,108.0,,36.75,39.75,35.5,48.5,16.95,15.1,9.95,20.0
2016-06-17,20.25,83.0,215.0,4.6,108.0,,36.75,40.0,35.0,47.75,16.95,14.95,9.9,20.25
2016-06-20,20.25,83.0,217.0,4.7,108.0,,36.75,40.0,35.25,46.0,16.9,14.35,9.8,20.25
2016-06-21,20.25,83.0,219.0,4.7,105.0,,36.75,39.75,35.0,46.0,16.9,14.6,9.75,20.25
2016-06-22,20.0,83.0,216.0,4.6,107.0,,36.75,39.75,34.75,45.0,16.9,14.75,9.8,20.0
2016-06-23,20.0,84.0,216.0,4.7,108.0,,37.5,39.5,34.75,44.75,16.95,14.5,9.8,20.0
2016-06-24,20.0,81.5,214.0,4.7,108.0,,36.5,38.5,34.5,44.5,16.8,14.65,9.85,20.0
2016-06-27,20.0,80.0,208.0,4.8,110.0,,37.75,38.25,34.0,42.75,16.6,14.45,9.75,20.0
2016-06-28,20.0,80.0,205.0,4.6,108.0,,36.5,37.75,33.75,43.75,16.45,14.4,9.55,20.0
2016-06-29,20.25,80.0,204.0,4.6,108.0,,36.25,37.75,33.75,43.0,16.15,14.0,9.55,20.25
2016-06-30,20.25,80.0,195.0,4.6,110.0,,36.5,38.25,33.75,44.0,16.15,14.2,9.6,20.25
2016-07-01,20.0,82.0,204.0,4.6,109.0,,36.25,39.0,33.75,44.25,16.2,13.6,9.85,20.0
2016-07-04,20.0,82.0,202.0,4.75,109.0,,36.0,39.25,33.5,44.5,16.25,13.45,9.9,20.0
2016-07-05,19.95,82.5,203.0,4.8,109.0,,35.5,39.5,33.75,44.75,16.6,13.9,10.0,19.95
2016-07-06,19.85,80.0,204.0,4.75,109.0,,35.75,39.75,33.5,44.75,16.4,14.5,10.0,19.85
2016-07-08,19.9,80.0,205.0,4.7,109.0,,35.75,39.75,33.25,45.0,16.4,14.5,10.0,19.9
2016-07-11,19.9,80.0,205.0,4.65,109.0,,36.0,39.5,33.0,45.0,16.25,14.15,10.05,19.9
2016-07-12,19.9,80.0,205.0,4.55,104.0,,35.5,39.5,32.0,44.5,16.0,13.6,10.0,19.9
2016-07-13,19.85,80.0,218.0,4.5,109.0,,35.5,39.25,32.75,44.25,15.8,13.55,10.0,19.85
2016-07-14,19.7,80.0,210.0,4.6,109.0,,35.0,38.5,32.25,44.25,15.45,13.85,10.0,19.7
2016-07-15,19.6,80.0,210.0,4.45,109.0,,34.0,38.25,32.25,43.75,15.2,13.75,10.05,19.6
2016-07-18,19.6,81.0,207.0,4.45,109.0,,34.75,37.5,32.0,42.5,15.15,14.0,10.0,19.6
2016-07-19,19.55,81.0,209.0,4.5,108.0,,34.0,36.75,32.25,42.5,15.05,13.75,9.95,19.55
2016-07-20,19.6,81.0,210.0,4.5,108.0,,32.0,36.75,32.25,42.5,15.1,13.6,9.8,19.6
2016-07-21,19.5,81.0,208.0,4.6,108.0,,32.0,36.75,32.25,43.0,14.95,13.55,9.95,19.5
2016-07-22,19.9,82.5,208.0,4.55,108.0,,31.75,36.75,32.5,44.25,14.9,13.1,10.0,19.9
2016-07-25,19.95,81.5,207.0,4.5,105.0,,32.0,37.25,32.25,43.25,14.75,13.05,10.0,19.95
2016-07-26,19.7,82.0,205.0,4.45,106.0,,32.25,37.5,32.75,43.5,14.6,12.85,10.0,19.7
2016-07-27,19.5,82.5,205.0,4.45,105.0,,32.75,38.75,32.5,43.25,14.6,12.3,9.95,19.5
2016-07-28,19.0,82.5,208.0,4.35,105.0,,32.75,39.0,32.25,43.75,14.45,12.1,10.0,19.0
2016-07-29,19.0,82.5,209.0,4.3,101.0,,32.25,37.75,32.0,43.5,14.45,12.55,10.05,19.0
2016-08-01,19.0,82.0,209.0,4.25,105.0,,32.0,37.5,32.0,43.75,14.5,12.45,10.05,19.0
2016-08-02,19.15,82.0,208.0,4.3,102.0,,32.25,37.5,31.75,44.0,14.5,12.7,10.0,19.15
2016-08-03,19.45,82.5,209.0,4.25,107.0,,31.75,37.75,31.5,44.25,14.45,12.9,10.0,19.45
2016-08-04,19.15,82.0,209.0,4.3,108.0,,31.25,38.0,31.5,44.25,14.35,13.2,9.95,19.15
2016-08-05,19.05,82.5,209.0,4.25,108.0,,32.25,38.0,32.0,43.5,14.35,13.3,9.85,19.05
2016-08-08,19.3,82.0,209.0,4.15,108.0,,32.0,38.0,32.25,43.5,14.2,12.9,9.85,19.3
2016-08-09,19.25,82.0,207.0,4.25,105.0,,32.5,38.0,32.5,42.25,14.4,12.8,9.85,19.25
2016-08-10,18.45,82.0,207.0,4.2,105.0,,32.25,37.5,32.5,42.25,14.4,12.75,9.85,18.45
2016-08-11,18.3,80.0,209.0,4.0,102.0,,31.75,37.75,32.5,42.5,14.4,12.95,9.9,18.3
2016-08-12,17.4,80.0,208.0,4.0,102.0,,31.75,38.25,32.5,42.25,14.35,12.45,9.9,17.4
2016-08-15,17.0,80.0,206.0,4.1,103.0,,31.25,38.25,32.5,42.5,14.35,12.4,9.9,17.0
2016-08-16,17.05,80.0,208.0,4.15,103.0,,30.5,38.5,32.5,42.75,14.35,12.15,9.9,17.05
2016-08-17,16.25,81.0,208.0,4.2,102.0,,29.5,38.25,32.5,42.75,14.35,12.45,9.85,16.25
2016-08-18,16.2,80.5,208.0,4.15,102.0,,30.0,38.25,32.75,42.75,14.25,12.35,9.9,16.2
2016-08-19,16.05,80.0,208.0,4.15,102.0,,30.5,37.75,32.5,42.25,14.1,12.3,9.8,16.05
2016-08-22,16.05,80.0,206.0,4.1,103.0,,29.75,37.0,32.25,41.25,13.6,12.4,9.85,16.05
2016-08-23,15.65,80.0,206.0,4.0,106.0,,28.75,36.25,32.5,40.25,13.25,12.05,9.85,15.65
2016-08-24,16.0,80.0,207.0,4.15,107.0,,28.5,36.0,32.75,40.25,13.25,12.0,9.7,16.0
2016-08-25,15.45,73.5,204.0,4.15,96.5,,26.5,32.75,30.0,40.0,11.95,12.05,8.85,15.45
2016-08-26,13.95,75.0,189.0,3.9,87.0,,24.0,29.5,27.0,38.0,10.8,11.55,8.55,13.95
2016-08-29,13.0,72.5,190.0,3.7,78.5,,23.75,26.75,24.5,35.5,9.75,10.7,8.65,13.0
2016-08-30,13.0,74.0,190.0,3.75,75.0,,25.75,25.5,25.5,36.5,10.0,10.15,9.2,13.0
2016-08-31,14.2,76.5,191.0,3.65,82.5,,28.0,27.5,27.75,36.25,11.0,10.4,9.8,14.2
2016-09-01,15.4,77.5,190.0,3.7,90.0,,28.5,27.0,26.5,36.0,11.8,10.05,9.65,15.4
2016-09-02,16.65,78.0,191.0,4.05,82.5,,27.75,26.5,26.5,36.25,11.45,10.4,9.65,16.65
2016-09-05,16.1,79.0,199.0,4.0,84.0,,27.75,26.25,26.25,37.5,11.0,10.35,9.55,16.1
2016-09-06,16.05,80.0,197.0,4.0,84.0,,27.75,26.0,26.25,38.75,11.0,10.45,9.2,16.05
2016-09-07,16.5,77.0,191.0,4.0,85.0,,27.75,26.0,26.75,38.0,11.05,10.0,9.0,16.5
2016-09-08,16.45,76.0,190.0,3.95,85.0,,27.5,26.25,27.0,40.5,11.25,10.5,8.95,16.45
2016-09-09,16.4,77.0,190.0,3.95,86.5,,27.75,26.0,28.25,43.75,11.5,10.35,8.75,16.4
2016-09-13,15.9,77.0,179.0,3.9,89.5,,27.75,26.0,27.5,43.5,11.8,10.45,8.7,15.9
2016-09-14,16.0,76.0,186.0,3.9,89.5,,27.0,25.5,27.5,43.25,11.9,10.5,8.75,16.0
2016-09-15,16.0,76.5,189.0,4.05,89.5,,26.25,25.5,26.5,42.75,11.85,10.8,8.85,16.0
2016-09-16,15.95,79.0,189.0,4.0,87.5,,25.75,25.5,26.25,42.75,11.85,10.8,8.7,15.95
2016-09-19,16.0,77.0,183.0,3.95,89.5,,25.75,25.5,26.5,43.25,11.85,10.8,8.75,16.0
2016-09-20,16.0,77.0,181.0,3.95,88.0,,24.75,25.75,26.0,43.25,11.85,10.55,8.65,16.0
2016-09-21,15.85,77.0,181.0,3.9,88.0,,25.0,26.0,25.75,43.25,11.85,10.45,8.0,15.85
2016-09-22,15.9,76.0,185.0,3.95,88.0,,25.5,26.5,25.75,43.25,11.9,10.2,8.1,15.9
2016-09-23,15.85,73.5,186.0,3.95,87.0,,25.75,26.5,25.75,43.0,12.1,10.3,8.1,15.85
2016-09-26,15.75,75.5,185.0,4.15,85.5,,25.75,26.75,25.25,42.5,11.95,10.1,8.05,15.75
2016-09-27,15.95,73.0,180.0,4.15,86.5,,25.75,27.5,25.25,42.0,12.05,10.1,8.0,15.95
2016-09-28,15.9,73.0,175.0,4.1,86.0,,25.5,28.5,25.5,40.25,12.0,10.25,7.85,15.9
2016-09-29,15.9,71.5,182.0,4.15,89.0,,25.75,29.75,27.0,40.25,12.1,10.2,7.9,15.9
2016-09-30,15.95,71.5,180.0,4.35,88.0,,25.75,30.75,28.0,39.5,12.3,10.95,8.15,15.95
2016-10-03,15.25,75.5,180.0,4.35,87.5,,27.25,32.5,29.25,39.75,12.6,10.85,8.3,15.25
2016-10-04,15.9,75.5,180.0,4.25,88.0,,26.75,31.0,29.0,40.5,12.5,10.7,8.5,15.9
2016-10-05,15.35,75.5,180.0,4.3,88.5,,27.25,30.75,28.75,41.0,12.55,10.95,8.3,15.35
2016-10-06,15.6,76.0,180.0,4.25,88.5,,26.5,30.0,28.25,40.25,12.45,10.7,8.15,15.6
2016-10-07,15.9,76.0,184.0,4.3,89.0,,26.25,30.0,27.75,40.0,12.4,10.65,8.05,15.9
2016-10-10,15.75,79.0,180.0,4.3,89.0,,26.5,29.75,27.75,40.75,12.65,10.6,8.05,15.75
2016-10-11,15.85,76.0,180.0,4.2,89.0,,26.25,30.25,27.0,39.25,12.4,10.55,8.05,15.85
2016-10-12,15.95,76.5,181.0,4.15,89.0,,26.0,30.25,27.0,39.25,12.4,10.45,8.1,15.95
2016-10-13,15.9,76.5,181.0,4.2,89.5,,26.75,30.75,27.0,38.5,12.35,10.8,8.1,15.9
2016-10-14,15.85,75.5,180.0,4.15,89.5,,27.25,31.0,27.0,39.25,12.4,10.85,8.15,15.85
2016-10-17,15.6,76.0,178.0,4.0,90.0,,28.25,30.5,27.0,39.0,12.45,10.75,8.15,15.6
2016-10-18,15.3,74.0,184.0,4.0,90.0,,27.5,31.0,27.25,39.75,12.55,10.65,8.05,15.3
2016-10-19,15.05,71.5,185.0,4.0,90.0,,27.25,31.0,27.25,40.5,12.45,10.6,7.95,15.05
2016-10-21,14.9,71.5,184.0,4.0,90.0,,27.5,30.5,27.25,39.25,12.45,10.6,7.95,14.9
2016-10-24,14.9,73.0,185.0,4.05,90.0,,27.0,30.75,27.25,39.25,12.45,10.45,8.0,14.9
2016-10-25,14.55,73.0,185.0,4.0,90.0,,27.0,30.75,27.25,39.5,12.5,10.4,8.0,14.55
2016-10-26,14.9,72.0,187.0,4.0,89.0,,27.5,30.75,27.0,39.75,12.6,10.4,7.9,14.9
2016-10-27,14.95,72.0,190.0,4.05,91.0,,28.5,30.75,27.25,39.75,12.6,10.25,8.05,14.95
2016-10-28,14.9,73.0,190.0,4.05,97.0,,27.5,30.75,27.0,39.75,12.6,10.25,8.05,14.9
2016-10-31,14.9,72.5,191.0,4.1,97.0,,27.5,30.75,27.25,39.5,12.7,10.25,8.1,14.9
2016-11-01,14.85,70.0,192.0,4.05,97.0,,27.5,30.5,27.5,40.5,12.7,10.35,8.2,14.85
2016-11-02,14.75,69.5,183.0,4.0,97.0,,27.5,30.5,27.75,40.75,12.7,10.3,8.3,14.75
2016-11-04,14.3,70.0,191.0,4.05,97.5,,28.0,30.75,28.75,41.0,12.7,10.35,8.5,14.3
2016-11-07,14.45,69.5,189.0,4.1,94.0,,28.25,30.75,28.75,41.0,12.7,10.3,8.6,14.45
2016-11-08,14.85,69.5,189.0,4.1,93.0,,28.75,31.0,29.0,41.25,12.55,10.3,8.6,14.85
2016-11-09,14.5,70.0,188.0,4.1,97.0,,30.5,31.75,28.5,41.0,12.85,10.1,8.5,14.5
2016-11-10,14.55,70.0,189.0,4.05,97.0,,30.5,31.5,28.75,41.25,13.0,10.05,8.6,14.55
2016-11-11,14.5,69.5,185.0,4.1,97.0,,32.75,31.25,29.75,40.75,13.25,10.0,8.6,14.5
2016-11-14,14.45,70.0,185.0,4.15,98.0,,35.0,32.0,30.5,40.5,13.25,10.15,8.7,14.45
2016-11-15,14.65,70.0,184.0,4.05,98.0,,32.75,32.0,30.75,41.0,13.3,10.0,8.85,14.65
2016-11-16,14.5,70.0,189.0,4.15,97.0,,32.25,32.5,30.5,41.0,13.4,10.05,8.85,14.5
2016-11-17,14.75,70.0,185.0,4.0,95.5,,32.0,32.25,30.75,41.0,13.85,9.85,8.9,14.75
2016-11-18,14.75,70.0,189.0,4.0,96.0,,31.25,32.0,30.75,40.75,14.15,9.95,8.9,14.75
2016-11-21,14.7,71.0,185.0,4.1,95.0,,30.25,31.75,30.5,40.5,14.05,10.0,8.95,14.7
2016-11-22,14.5,71.5,189.0,3.95,95.0,,30.5,31.75,30.5,40.0,14.1,10.05,8.85,14.5
2016-11-23,14.5,72.0,190.0,4.0,95.0,,30.5,31.5,30.5,40.5,14.05,10.05,8.85,14.5
2016-11-24,14.4,70.5,190.0,3.95,96.0,,29.25,31.0,30.5,40.0,14.0,10.05,8.95,14.4
2016-11-25,14.2,69.0,191.0,4.0,95.0,,28.5,30.25,30.5,40.0,13.9,10.05,8.95,14.2
2016-11-28,14.25,69.0,187.0,4.0,91.0,,28.75,30.0,30.5,40.75,13.95,10.2,8.9,14.25
2016-11-29,14.2,69.5,190.0,3.9,90.5,,28.0,30.0,30.25,39.75,13.95,10.2,9.0,14.2
2016-11-30,14.15,69.5,189.0,3.95,91.0,,27.75,30.0,30.0,38.5,14.0,10.05,9.05,14.15
2016-12-01,14.0,69.0,193.0,3.95,90.0,,28.0,30.0,29.75,39.0,13.95,10.15,9.0,14.0
2016-12-02,14.0,69.5,190.0,3.95,91.0,,27.25,30.0,29.75,38.75,13.85,10.1,9.15,14.0
2016-12-05,13.85,69.5,190.0,3.9,90.0,,27.0,30.0,29.0,38.75,13.7,10.0,9.2,13.85
2016-12-06,13.45,69.0,189.0,3.9,90.0,,26.0,30.0,28.0,38.75,13.7,10.0,9.15,13.45
2016-12-07,13.45,69.0,189.0,3.95,90.0,,26.0,30.0,28.5,38.75,13.5,10.05,9.1,13.45
2016-12-08,13.0,74.0,189.0,3.95,90.0,,26.5,30.0,28.25,38.5,13.5,10.0,9.05,13.0
2016-12-09,12.9,70.0,189.0,4.0,90.0,,26.75,30.0,28.25,38.0,13.35,10.2,9.05,12.9
2016-12-13,12.55,71.5,188.0,4.05,90.0,,26.5,30.0,28.0,37.5,13.6,10.2,8.95,12.55
2016-12-14,11.95,69.5,188.0,3.9,90.0,,26.25,30.0,28.0,36.75,13.6,10.15,8.95,11.95
2016-12-15,11.95,69.5,186.0,4.0,90.0,,26.25,30.0,28.0,36.75,13.3,10.05,8.65,11.95
2016-12-16,12.0,69.5,185.0,4.0,95.0,,26.5,30.0,28.25,36.5,13.45,10.1,8.5,12.0
2016-12-19,12.55,70.0,188.0,3.9,90.0,,26.25,30.0,28.25,36.5,13.2,10.0,8.4,12.55
2016-12-20,12.4,69.5,191.0,3.85,90.0,,26.0,30.25,28.5,36.75,13.3,9.95,8.2,12.4
2016-12-21,13.5,70.0,189.0,3.8,90.0,,25.0,30.0,28.5,36.75,13.45,10.0,8.0,13.5
2016-12-22,13.4,75.0,183.0,3.85,90.0,,25.5,30.0,28.25,36.75,13.45,9.9,8.0,13.4
2016-12-23,13.0,69.5,183.0,3.8,89.0,,25.25,30.0,28.25,39.25,13.2,9.95,8.1,13.0
2016-12-28,13.1,69.5,186.0,3.8,90.0,,25.25,29.75,28.25,39.75,13.0,10.0,8.45,13.1
2016-12-29,13.45,69.5,189.0,3.75,90.0,,26.0,29.75,28.5,39.5,13.05,9.95,8.85,13.45
2016-12-30,14.0,70.5,189.0,3.8,90.0,,26.0,30.0,28.75,37.0,13.2,9.95,9.1,14.0
2017-01-03,13.65,70.5,188.0,3.95,88.0,,25.25,30.0,29.0,37.75,13.0,12.6,8.7,13.65
2017-01-04,13.6,69.5,190.0,3.95,89.5,,25.0,30.0,29.25,38.75,13.45,11.6,8.9,13.6
2017-01-05,13.55,70.0,187.0,3.9,89.5,,25.5,29.75,28.75,38.75,13.4,11.0,8.8,13.55
2017-01-06,12.65,70.0,183.0,3.9,90.5,,25.0,28.75,27.75,38.75,13.0,11.2,8.75,12.65
2017-01-09,12.4,68.5,185.0,3.9,90.0,,25.0,28.25,27.25,38.0,12.85,10.95,8.6,12.4
2017-01-10,12.05,68.0,180.0,3.85,89.0,,25.0,27.5,27.25,37.25,12.6,10.85,8.5,12.05
2017-01-11,12.0,68.0,182.0,3.85,87.0,,25.0,26.75,27.0,37.25,12.15,10.4,8.5,12.0
2017-01-12,11.7,67.5,183.0,3.8,87.0,,24.25,26.25,26.5,35.75,12.2,10.4,8.3,11.7
2017-01-13,11.85,65.5,180.0,3.8,87.0,,22.5,25.75,26.5,35.75,12.05,10.35,8.15,11.85
2017-01-16,11.95,63.0,179.0,3.75,87.0,,23.5,26.75,26.75,34.0,12.0,10.3,8.0,11.95
2017-01-17,11.9,65.0,179.0,3.65,86.0,,23.25,26.75,27.25,34.0,11.75,10.05,7.9,11.9
2017-01-18,11.95,68.0,177.0,3.65,86.0,,23.0,25.75,26.75,33.75,11.75,10.15,7.9,11.95
2017-01-19,11.9,69.5,170.0,3.6,81.0,,23.0,26.0,26.5,33.5,11.75,10.0,7.8,11.9
2017-01-20,11.95,69.0,167.0,3.6,81.0,,22.75,26.0,26.5,33.5,11.75,9.85,7.75,11.95
2017-01-23,11.75,69.0,168.0,3.7,81.0,,22.75,26.0,26.5,33.5,11.95,10.0,7.7,11.75
2017-01-24,11.3,68.0,168.0,3.75,80.0,,22.25,25.75,26.25,33.25,11.75,9.9,7.5,11.3
2017-01-25,11.85,68.0,165.0,3.75,80.0,,21.0,25.75,25.75,33.0,11.9,9.95,7.25,11.85
2017-01-26,11.45,64.5,167.0,3.7,80.0,,21.0,25.5,25.0,32.0,11.65,9.9,7.15,11.45
2017-01-27,11.4,63.5,167.0,3.65,79.5,,20.5,24.5,24.0,31.75,11.65,9.6,7.15,11.4
2017-01-30,11.0,65.5,165.0,3.5,79.0,,20.25,23.5,23.25,31.75,11.4,9.65,7.15,11.0
2017-01-31,11.1,65.0,165.0,3.2,79.0,,20.5,24.25,23.0,32.0,11.5,9.5,7.25,11.1
2017-02-01,10.45,65.0,169.0,3.2,78.0,,21.0,24.25,23.25,31.5,11.4,9.55,7.4,10.45
2017-02-02,10.3,67.5,168.0,3.15,75.0,,21.0,24.5,24.25,31.0,11.4,9.8,7.65,10.3
2017-02-03,10.75,66.0,169.0,3.15,78.0,,21.0,25.0,24.25,31.75,11.35,10.0,7.9,10.75
2017-02-06,10.6,67.0,169.0,3.15,78.0,,20.75,25.5,24.5,32.75,11.35,10.3,8.0,10.6
2017-02-07,10.55,67.0,172.0,3.15,76.0,,20.75,26.0,25.25,34.0,11.85,10.0,8.05,10.55
2017-02-08,10.6,66.0,172.0,3.1,74.5,,20.75,26.75,25.75,34.75,12.3,9.95,8.45,10.6
2017-02-09,10.55,65.0,173.0,3.2,74.5,,21.0,27.25,25.75,36.0,12.5,9.95,8.8,10.55
