,Date,Share_Price
2150,2022-03-30,12.35
2151,2022-03-31,12.45
2152,2022-04-01,12.1
2153,2022-04-04,12.35
2154,2022-04-05,12.3
2155,2022-04-06,12.25
2156,2022-04-07,12.35
2157,2022-04-08,12.25
2158,2022-04-11,12.25
2159,2022-04-12,12.3
2160,2022-04-13,12.35
2161,2022-04-14,12.4
2162,2022-04-19,12.55
2163,2022-04-20,12.55
2164,2022-04-21,12.7
2165,2022-04-22,12.6
2166,2022-04-25,12.6
2167,2022-04-26,11.75
2168,2022-04-27,10.75
2169,2022-04-28,9.98
2170,2022-05-04,9.98
2171,2022-05-05,9.98
2172,2022-05-06,9.94
2173,2022-05-09,10.0
2174,2022-05-10,9.86
2175,2022-05-11,9.96
2176,2022-05-12,9.94
2177,2022-05-13,9.7
2178,2022-05-16,9.86
2179,2022-05-17,9.8
2180,2022-05-18,9.78
2181,2022-05-19,9.74
2182,2022-05-20,9.76
2183,2022-05-23,9.82
2184,2022-05-24,9.9
2185,2022-05-25,9.96
2186,2022-05-26,10.1
2187,2022-05-27,10.05
2188,2022-05-30,10.2
2189,2022-05-31,10.25
2190,2022-06-02,10.3
2191,2022-06-03,10.5
2192,2022-06-06,10.65
2193,2022-06-07,10.95
2194,2022-06-08,11.0
2195,2022-06-09,11.45
2196,2022-06-10,11.5
2197,2022-06-13,11.45
2198,2022-06-14,10.9
2199,2022-06-15,10.9
2200,2022-06-16,10.85
2201,2022-06-17,10.8
2202,2022-06-20,10.75
2203,2022-06-21,10.75
2204,2022-06-22,10.6
2205,2022-06-23,10.3
2206,2022-06-24,10.2
2207,2022-06-27,10.25
2208,2022-06-28,10.25
2209,2022-06-29,10.5
2210,2022-06-30,10.45
2211,2022-07-01,10.6
2212,2022-07-04,10.6
2213,2022-07-05,10.7
2214,2022-07-06,10.9
2215,2022-07-07,10.9
2216,2022-07-08,11.2
2217,2022-07-12,11.45
2218,2022-07-13,11.45
2219,2022-07-14,11.25
2220,2022-07-15,10.85
2221,2022-07-18,10.65
2222,2022-07-19,10.55
2223,2022-07-20,10.55
2224,2022-07-21,10.5
2225,2022-07-22,10.45
2226,2022-07-25,10.7
2227,2022-07-26,10.5
2228,2022-07-27,10.65
2229,2022-07-28,10.95
2230,2022-07-29,11.05
2231,2022-08-01,11.25
2232,2022-08-02,11.15
2233,2022-08-03,11.2
2234,2022-08-04,11.35
2235,2022-08-05,11.4
2236,2022-08-08,11.6
2237,2022-08-10,11.75
2238,2022-08-11,12.0
2239,2022-08-12,12.0
2240,2022-08-15,12.1
2241,2022-08-16,12.25
2242,2022-08-17,12.3
2243,2022-08-18,12.3
2244,2022-08-19,12.35
2245,2022-08-22,12.2
2246,2022-08-23,12.0
2247,2022-08-24,11.6
2248,2022-08-25,11.8
2249,2022-08-26,11.7
2250,2022-08-29,11.65
2251,2022-08-30,11.85
2252,2022-08-31,11.85
2253,2022-09-01,12.0
2254,2022-09-02,12.0
2255,2022-09-05,12.0
2256,2022-09-06,12.0
2257,2022-09-07,12.0
2258,2022-09-08,11.95
2259,2022-09-09,11.95
2260,2022-09-12,11.95
2261,2022-09-14,11.7
2262,2022-09-15,11.35
2263,2022-09-16,11.6
2264,2022-09-19,11.7
2265,2022-09-20,11.6
2266,2022-09-21,11.55
2267,2022-09-22,11.4
2268,2022-09-23,11.45
2269,2022-09-26,11.4
2270,2022-09-27,11.25
2271,2022-09-28,11.3
2272,2022-09-29,11.35
2273,2022-09-30,11.45
2274,2022-10-03,11.3
2275,2022-10-04,11.05
2276,2022-10-05,11.0
2277,2022-10-06,10.95
2278,2022-10-07,10.95
2279,2022-10-11,10.95
2280,2022-10-12,10.95
2281,2022-10-13,11.1
2282,2022-10-14,11.15
2283,2022-10-17,11.35
2284,2022-10-18,11.65
2285,2022-10-19,11.65
2286,2022-10-21,11.6
2287,2022-10-24,11.6
2288,2022-10-25,11.5
2289,2022-10-26,11.35
2290,2022-10-27,11.35
2291,2022-10-28,11.15
2292,2022-10-31,11.25
2293,2022-11-01,11.35
2294,2022-11-02,11.45
2295,2022-11-03,11.5
2296,2022-11-04,11.4
2297,2022-11-07,11.7
2298,2022-11-08,11.7
2299,2022-11-09,11.8
2300,2022-11-10,11.85
2301,2022-11-11,11.7
2302,2022-11-14,11.7
2303,2022-11-15,11.65
2304,2022-11-16,11.7
2305,2022-11-17,11.7
2306,2022-11-18,11.7
2307,2022-11-21,11.75
2308,2022-11-22,11.6
2309,2022-11-23,11.6
2310,2022-11-24,11.5
2311,2022-11-25,11.65
2312,2022-11-28,11.4
2313,2022-11-29,11.8
2314,2022-11-30,11.65
2315,2022-12-01,11.95
2316,2022-12-02,11.8
2317,2022-12-05,12.0
2318,2022-12-06,12.05
2319,2022-12-07,11.95
2320,2022-12-08,12.0
2321,2022-12-09,12.0
2322,2022-12-13,12.0
2323,2022-12-14,12.0
2324,2022-12-15,12.05
2325,2022-12-16,12.15
2326,2022-12-19,12.2
2327,2022-12-20,12.05
2328,2022-12-21,12.2
2329,2022-12-22,12.05
2330,2022-12-23,12.1
2331,2022-12-28,12.2
2332,2022-12-29,12.2
2333,2022-12-30,12.3
2334,2023-01-03,12.2
2335,2023-01-04,12.1
2336,2023-01-05,12.05
2337,2023-01-06,12.05
2338,2023-01-09,12.1
2339,2023-01-10,12.05
2340,2023-01-11,12.25
2341,2023-01-12,12.35
2342,2023-01-13,12.25
2343,2023-01-16,12.25
2344,2023-01-17,12.25
2345,2023-01-18,12.15
2346,2023-01-19,12.2
2347,2023-01-20,12.3
2348,2023-01-23,12.5
2349,2023-01-24,12.4
2350,2023-01-25,12.4
2351,2023-01-26,12.35
2352,2023-01-27,12.45
2353,2023-01-30,12.5
2354,2023-01-31,12.4
2355,2023-02-01,12.45
2356,2023-02-02,12.4
2357,2023-02-03,12.4
2358,2023-02-06,12.3
2359,2023-02-07,12.45
2360,2023-02-08,12.55
2361,2023-02-09,12.55
2362,2023-02-10,12.55
2363,2023-02-13,12.5
2364,2023-02-14,12.5
2365,2023-02-15,12.45
2366,2023-02-16,12.5
2367,2023-02-17,12.55
2368,2023-02-20,12.5
2369,2023-02-21,12.6
2370,2023-02-22,12.6
2371,2023-02-23,12.6
2372,2023-02-24,12.55
2373,2023-02-27,12.7
2374,2023-02-28,12.5
2375,2023-03-01,12.35
2376,2023-03-02,12.35
2377,2023-03-03,12.4
2378,2023-03-06,12.45
2379,2023-03-07,12.5
2380,2023-03-08,12.5
2381,2023-03-09,12.4
2382,2023-03-10,12.55
2383,2023-03-13,12.7
2384,2023-03-14,12.55
2385,2023-03-15,12.65
2386,2023-03-16,12.2
2387,2023-03-17,12.0
2388,2023-03-20,12.0
2389,2023-03-21,11.75
2390,2023-03-22,11.6
2391,2023-03-23,11.8
2392,2023-03-24,11.9
2393,2023-03-27,11.95
2394,2023-03-28,12.1
2395,2023-03-29,12.2
2396,2023-03-30,12.65
2397,2023-03-31,12.8
2398,2023-04-03,12.9
2399,2023-04-04,12.9
2400,2023-04-05,12.95
2401,2023-04-06,12.85
2402,2023-04-11,12.75
2403,2023-04-12,12.75
2404,2023-04-13,12.7
2405,2023-04-14,12.7
2406,2023-04-17,12.65
2407,2023-04-18,12.55
2408,2023-04-19,12.45
2409,2023-04-20,12.35
2410,2023-04-24,12.3
2411,2023-04-25,12.2
2412,2023-04-26,12.15
2413,2023-04-27,12.05
2414,2023-04-28,12.15
2415,2023-05-02,10.7
2416,2023-05-03,10.5
2417,2023-05-04,10.15
2418,2023-05-05,10.1
2419,2023-05-08,10.5
2420,2023-05-09,10.4
2421,2023-05-10,10.25
2422,2023-05-11,10.25
2423,2023-05-12,10.2
2424,2023-05-15,10.25
2425,2023-05-16,10.35
2426,2023-05-17,10.35
2427,2023-05-18,10.35
2428,2023-05-19,10.4
2429,2023-05-22,10.45
2430,2023-05-23,10.45
2431,2023-05-24,10.45
2432,2023-05-25,10.45
2433,2023-05-26,10.8
2434,2023-05-29,11.0
2435,2023-05-30,11.2
2436,2023-05-31,11.35
2437,2023-06-02,11.6
2438,2023-06-05,11.8
2439,2023-06-06,11.8
2440,2023-06-07,11.7
2441,2023-06-08,11.45
2442,2023-06-09,11.55
2443,2023-06-12,11.6
2444,2023-06-13,11.75
2445,2023-06-14,11.75
2446,2023-06-15,11.7
2447,2023-06-16,11.55
2448,2023-06-19,11.6
2449,2023-06-20,11.7
2450,2023-06-21,11.75
2451,2023-06-22,11.75
2452,2023-06-23,11.75
2453,2023-06-26,11.75
2454,2023-06-27,11.7
2455,2023-06-29,11.7
2456,2023-06-30,11.8
2457,2023-07-03,11.85
2458,2023-07-04,12.0
2459,2023-07-05,12.1
2460,2023-07-06,12.3
2461,2023-07-07,12.1
2462,2023-07-10,12.1
2463,2023-07-11,12.15
2464,2023-07-12,12.15
2465,2023-07-13,12.2
2466,2023-07-14,12.2
2467,2023-07-17,12.2
2468,2023-07-18,12.25
2469,2023-07-19,12.25
2470,2023-07-20,12.35
2471,2023-07-21,12.35
2472,2023-07-24,12.25
2473,2023-07-25,12.2
2474,2023-07-26,12.2
2475,2023-07-27,12.25
2476,2023-07-28,12.4
2477,2023-07-31,12.35
2478,2023-08-01,12.3
2479,2023-08-02,12.3
2480,2023-08-03,12.35
2481,2023-08-04,12.4
2482,2023-08-07,12.45
2483,2023-08-08,12.45
2484,2023-08-09,12.45
2485,2023-08-10,12.45
2486,2023-08-11,12.45
